YEAR,PLAYER,POS,BODYÊFATÊ%,HANDÊLENGTHÊ(INCHES),HANDÊWIDTHÊ(INCHES),HEIGHTÊW/OÊSHOES,HEIGHTÊW/ÊSHOES,STANDINGÊREACH,WEIGHTÊ(LBS),WINGSPAN,LANEÊAGILITYÊTIMEÊ(SECONDS),SHUTTLEÊRUNÊ(SECONDS),THREEÊQUARTERÊSPRINTÊ(SECONDS),STANDINGÊVERTICALÊLEAPÊ(INCHES),MAXÊVERTICALÊLEAPÊ(INCHES),MAXÊBENCHÊPRESSÊ(REPETITIONS)
2020,Miye Oni,SG,4.90%,9,10,6' 4.25'',6' 5.75'',8' 4.5'',205.6,6' 10.75'',11.71,3.12,3.17,30.5,38.5,19
2020,Eric Paschall,SF,6.30%,9,9.5,6' 6'',6' 7.25'',8' 7.5'',254.4,6' 11.75'',11.63,3.26,3.3,33,38,18
2020,Reggie Perry,SF-PF,6.70%,9,10,6' 8'',6' 9.25'',8' 10'',250.8,7' 0.5'',12.46,3.4,3.3,28.5,31.5,15
2020,Shamorie Ponds,PG,9.80%,7.75,8,5' 11.5'',6' 0.5'',8' 0.5'',180,6' 3.5'',11.01,3.07,3.2,29,37,0
2020,Jordan Poole,SG,7.50%,8.25,8.5,6' 3.5'',6' 5.5'',8' 3.5'',190.8,6' 6.75'',10.59,3.14,3.27,28,35.5,-
2020,Jontay Porter,PF,8.50%,8.75,9.5,6' 9.75'',6' 11'',9' 1.5'',210.4,7' 0'',-,-,-,-,-,-
2020,Kevin Porter Jr.,SG,5.10%,8.75,8.75,6' 4'',6' 5.5'',8' 7'',212.6,6' 9'',10.82,3.03,3.14,27,34,2
2020,Neemias Queta,C,6.30%,9.5,11,6' 10.75'',7' 0.25'',9' 3.5'',225.8,7' 4.25'',12.04,3.45,3.73,24,32.5,1
2020,Cameron Reddish,SF,4.70%,9,9,6' 6.5'',6' 8'',8' 9.5'',207.8,7' 0.5'',-,-,-,-,-,-
2020,Naz Reid,PF,14.00%,9.5,9.25,6' 8.75'',6' 9.5'',9' 1'',255.8,7' 3.25'',12.03,3.76,3.42,26,32.5,3
2020,Isaiah Roby,PF,3.90%,9,10.5,6' 7.25'',6' 8.5'',8' 10'',214,7' 1'',10.63,3.05,3.25,32.5,35.5,9
2020,Luka Samanic,PF,5.60%,8.5,9,6' 9.5'',6' 11'',8' 11'',227.2,6' 10.5'',11.01,3.03,3.27,27,38,7
2020,Admiral Schofield,SF,6.80%,8.75,9,6' 4'',6' 5.25'',8' 6.5'',240.6,6' 9.75'',10.77,2.87,3.37,30,34,15
2020,Marial Shayok,SF-PF,4.70%,8.75,9.25,6' 4.5'',6' 5.5'',8' 7.5'',196.8,7' 0.25'',11.16,3.04,3.37,29.5,36.5,9
2020,Simisola Shittu,PF,6.20%,8.75,8.5,6' 8.5'',6' 9.5'',8' 10'',227.2,7' 1.25'',11.85,3.24,3.3,27,35.5,11
2020,Killian Tillie,,-%,-,-,,,,-,,-,-,-,-,-,-
2020,P.J. Washington,PF,8.60%,9,10.25,6' 6.5'',6' 8'',8' 10.5'',230.4,7' 2.25'',-,-,-,-,-,-
2020,Tremont Waters,PG,6.60%,8,9.75,5' 9.5'',5' 10.75'',7' 9.5'',172.4,6' 2.25'',10.76,3.11,3.07,30.5,40.5,5
2020,Quinndary Weatherspoon,SG,6.10%,8.5,9,6' 3'',6' 4.25'',8' 4'',206.6,6' 9'',11.57,3.15,3.16,31,38,-
2020,Coby White,PG,4.30%,7.75,9,6' 3.5'',6' 4.75'',8' 1.5'',191.4,6' 5'',-,-,-,-,-,-
2020,Kris Wilkes,SF,4.90%,8.5,9.5,6' 6.25'',6' 7.75'',8' 7'',208.8,6' 10.75'',10.39,3.09,3.34,27.5,35,4
2020,Grant Williams,PF,5.40%,9,10.5,6' 5.75'',6' 7.5'',8' 8.5'',240.2,6' 9.75'',10.83,3.27,3.33,26,31.5,20
2020,Zion Williamson,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2020,Dylan Windler,SF,4.60%,8.25,9.5,6' 6.25'',6' 7.5'',8' 8.5'',195.8,6' 10'',10.7,2.94,3.3,29,37.5,8
2019,Rawle Alkins,SG,8.90%,8.5,10,6' 2.75'',6' 4.25'',8' 3'',217.4,6' 8.75'',11.5,3.09,3.15,32.5,40.5,10
2019,Grayson Allen,SG,5.55%,8.25,10,6' 3'',6' 4.5'',8' 1'',198,6' 7.25'',10.31,3.04,3.15,32.5,40.5,-
2019,Kostas Antetokounmpo,PF,5.00%,9.25,9.5,6' 9'',6' 10.5'',9' 2'',194.8,7' 2.25'',12.48,3.48,3.21,29.5,35,0
2019,Udoka Azubuike,C,7.95%,9.5,10,6' 10'',7' 0.25'',9' 4.5'',273.8,7' 7'',12.97,3.65,3.12,31,31.5,11
2019,Mohamed Bamba,C,6.20%,9.75,10.25,6' 11.25'',7' 0.75'',9' 7.5'',225.6,7' 10'',-,-,-,-,-,-
2019,Jaylen Barford,PG-SG,11.65%,8,8.25,6' 1.25'',6' 2.25'',8' 0.5'',207.6,6' 3.5'',11.39,3.21,3.31,27,33,7
2019,Keita Bates-Diop,SG-SF,5.35%,9,8.5,6' 7.25'',6' 8.5'',8' 10.5'',223.8,7' 3.25'',11.2,3.28,3.17,30.5,35,11
2019,Tyus Battle,SG,4.00%,8.5,9.25,6' 5'',6' 6.75'',8' 6'',200.2,6' 9'',11.04,2.87,3.07,32,37.5,9
2019,Brian Bowen,SG-SF,7.60%,9,10,6' 6.25'',6' 7.5'',8' 7.5'',202,6' 10.25'',11.58,3.33,3.28,30.5,34,0
2019,Miles Bridges,SF,5.90%,9,9.75,6' 5.25'',6' 6.75'',8' 7.5'',220.4,6' 9.5'',-,-,-,-,-,-
2019,Bruce Brown,SG-PG,3.75%,8.5,8.5,6' 3.5'',6' 5'',8' 2.5'',194.6,6' 9'',11.11,3.44,3.2,32.5,38,17
2019,Troy Brown,SF,7.05%,9,9.75,6' 5.75'',6' 6.75'',8' 9'',208,6' 10.25'',11.51,3.29,3.33,26,33,5
2019,Jalen Brunson,PG,6.70%,8.25,9.25,6' 1'',6' 2.25'',8' 0'',198.4,6' 4'',10.59,3.11,3.15,29,37,7
2019,Tony Carr,PG,6.50%,8.5,9.75,6' 3'',6' 4.5'',8' 4'',198.8,6' 8.25'',11.89,3.4,3.17,25,31.5,0
2019,Jevon Carter,PG,4.15%,9.25,8.5,6' 0.25'',6' 1.5'',7' 11'',196.2,6' 4.25'',11.04,3.05,3.18,29,36.5,14
2019,Wendell Carter,C-PF,7.85%,8.5,9,6' 8.75'',6' 10'',9' 1'',251.4,7' 4.5'',-,-,-,-,-,-
2019,Donte DiVincenzo,SG,5.00%,8.25,9,6' 3.5'',6' 4.5'',8' 1.5'',200.6,6' 6'',10.72,3.12,3.11,34.5,42,12
2019,Hamidou Diallo,SG,4.45%,8.75,9,6' 4.25'',6' 6'',8' 7'',197,6' 11.5'',10.53,3.14,3.1,32.5,40.5,1
2019,Trevon Duval,PG,5.20%,8.75,10,6' 1.5'',6' 2.5'',8' 1.5'',191,6' 8.25'',10.93,3.09,3.18,34,41.5,6
2019,Carsen Edwards,PG,6.30%,8.5,9.25,5' 10.75'',6' 0'',7' 10.5'',195.6,6' 6.25'',11.59,3.15,3.2,28.5,34.5,12
2019,Keenan Evans,PG,6.50%,8.5,8,6' 1.5'',6' 3'',8' 2'',183.2,6' 5.25'',-,-,-,-,-,-
2019,Jacob Evans,SG-SF,6.50%,9,9.25,6' 4.25'',6' 5.5'',8' 6.5'',199.6,6' 9.25'',11.11,3.14,3.2,28,35.5,8
2019,Bruno Fernando,C,5.25%,9.5,10,6' 8.75'',6' 9.75'',9' 1'',233.2,7' 4.25'',12.19,3.03,3.23,29,35,11
2019,Melvin Frazier,SF-SG,7.90%,9.5,9.5,6' 4.5'',6' 6'',8' 9'',198.2,7' 1.75'',11.24,3.08,3.08,31,40.5,0
2019,Shai Gilgeous-Alexander,PG,3.00%,9,9,6' 4.5'',6' 6'',8' 8'',180,6' 11.5'',-,-,-,-,-,-
2019,Devonte Graham,PG,4.80%,8.5,9.5,6' 0.25'',6' 1.5'',8' 0'',186.4,6' 6.25'',11.28,3.15,3.21,31,37,14
2019,Isaac Haas,C,12.55%,10,10.5,7' 1.25'',7' 2.75'',9' 3.5'',303,7' 5'',-,-,-,-,-,-
2019,Devon Hall,SG,8.45%,8.5,10,6' 4.25'',6' 6'',8' 6'',206.4,6' 7.75'',10.95,3.16,3.27,25,31,6
2019,Jaylen Hands,PG,5.00%,8,8,6' 1.5'',6' 2.75'',8' 2'',179,6' 5.5'',12.11,3.16,3.13,31.5,39.5,6
2019,Kevin Hervey,PF,5.15%,9.25,10.25,6' 6.5'',6' 7.75'',8' 11'',211.6,7' 3.5'',11.28,3.15,3.36,27.5,32,4
2019,Aaron Holiday,PG,6.40%,8.75,8.5,5' 11.75'',6' 0.75'',8' 1'',187,6' 7.5'',10.96,3.22,3.27,25.5,33,-
2019,Kevin Huerter,SG,8.60%,8.25,8.5,6' 6.25'',6' 7.25'',8' 5.5'',194,6' 7.5'',10.89,2.97,3.09,31,38,9
2019,Jaren Jackson,PF-C,7.20%,10,10,6' 9.75'',6' 11.25'',9' 2'',236,7' 5.25'',-,-,-,-,-,-
2019,Justin Jackson,PF,8.90%,9,9.5,6' 6'',6' 6.75'',8' 9'',229.4,7' 3'',-,-,-,-,-,-
2019,Alize Johnson,PF,8.10%,8.5,9.75,6' 7.25'',6' 8'',8' 7'',216.6,6' 8.75'',11.83,3.28,3.38,25,31,8
2019,George King,SF-SG,7.25%,9,10.25,6' 4.75'',6' 6'',8' 5.5'',218.6,6' 11.5'',10.75,3.08,3.29,31,39,15
2019,Kevin Knox,SF,4.95%,8.75,9.25,6' 7.75'',6' 9'',9' 0'',212.6,6' 11.75'',-,-,-,-,-,-
2019,Sagaba Konate,C,7.35%,9.25,10,6' 6.5'',6' 7.5'',8' 10.5'',246,7' 0'',12.28,3.36,3.28,31.5,35,12
2019,Caleb Martin,SF-SG,7.00%,8.5,8.75,6' 4.75'',6' 6'',8' 5.5'',195.8,6' 10'',10.43,2.75,3.26,29,36.5,6
2019,Cody Martin,SG-SF,5.45%,8.5,9,6' 4.75'',6' 6'',8' 6.5'',188.6,6' 10.25'',10.64,3.05,3.09,29,36.5,4
2019,Yante Maten,PF-C,8.10%,9.25,10,6' 7.25'',6' 8.5'',8' 11.5'',246.2,7' 0.5'',11.35,3.13,3.17,27,31.5,18
2019,Brandon McCoy,C,8.70%,9.75,9.5,6' 11.5'',7' 0.5'',9' 2.5'',250.4,7' 2'',11.77,3.31,3.23,27.5,32,9
2019,DeAnthony Melton,SG-PG,5.20%,8.5,9.5,6' 2.25'',6' 3.25'',8' 3.5'',193.2,6' 8.5'',11.48,3.33,3.23,31,36.5,1
2019,Chimezie Metu,PF-C,5.05%,9,9.25,6' 8.5'',6' 9.5'',9' 0'',219.6,7' 0.5'',11.89,3.25,3.33,29.5,36,5
2019,Shake Milton,SG-PG,6.80%,8.75,9.5,6' 4.5'',6' 5.5'',8' 3.5'',207.2,7' 0.75'',11.07,3.19,3.25,30,33,2
2019,Sviatoslav Mykhailiuk,SG-SF,8.45%,8.25,9.5,6' 6.5'',6' 7.75'',8' 4'',211.6,6' 4.75'',11.25,3.18,3.15,30.5,37,4
2019,Malik Newman,SG,6.25%,8.5,9.5,6' 2.5'',6' 3.25'',8' 2.5'',189.2,6' 5.5'',10.9,3.18,3.13,27.5,33.5,-
2019,Josh Okogie,SG,5.20%,9,9.75,6' 3'',6' 4.5'',8' 6'',210.8,7' 0'',11.08,3.03,3.04,33,42,12
2019,Theo Pinson,SG-SF,7.35%,9,9,6' 5'',6' 6.75'',8' 7.5'',211.2,6' 10.75'',11.53,3.11,3.22,27,34,7
2019,Jontay Porter,C-PF,13.85%,8.75,9.5,6' 10'',6' 11.5'',9' 1'',236,7' 0.25'',11.9,3.07,3.4,25.5,31,9
2019,Michael Porter,SF-PF,6.40%,8.75,9.25,6' 9.5'',6' 10.75'',9' 0.5'',211,7' 0.25'',-,-,-,-,-,-
2019,Billy Preston,PF,5.45%,9.25,9.5,6' 8.75'',6' 10.5'',9' 0'',222.4,7' 2'',11.26,3.35,3.2,25,33,0
2019,Jerome Robinson,SG,6.05%,9,10,6' 4'',6' 5'',8' 2'',188.4,6' 7.25'',-,-,-,-,-,-
2019,Collin Sexton,PG,5.60%,8.25,8.5,6' 0.5'',6' 1.5'',8' 2.5'',183,6' 7.25'',-,-,-,-,-,-
2019,Landry Shamet,PG,4.85%,8,9,6' 4'',6' 5.25'',8' 4'',188.6,6' 6.75'',11.26,3.21,3.11,31,39.5,8
2019,Anfernee Simons,SG-PG,7.70%,8.75,9,6' 2.25'',6' 3.25'',8' 3.5'',183.2,6' 9.25'',11.27,3.16,3.1,32,41.5,1
2019,Zhaire Smith,SF-SG,6.05%,8.75,8.25,6' 2.75'',6' 4'',8' 4'',198.6,6' 9.75'',11.02,3.15,3.05,33,41.5,10
2019,Ray Spalding,PF,5.55%,9.25,9,6' 9'',6' 10.25'',9' 1'',215.4,7' 4.75'',11.48,3.2,3.34,26,32,12
2019,Omari Spellman,PF-C,13.75%,9,9,6' 8'',6' 9.25'',8' 11.5'',253.8,7' 2'',12.28,3.35,3.38,28.5,35.5,8
2019,Khyri Thomas,SG,6.40%,8.75,9.25,6' 2.5'',6' 3.75'',8' 5'',198.8,6' 10.5'',10.96,3.18,3.18,30,35,14
2019,Gary Trent,SG,7.00%,8.5,9.5,6' 4.25'',6' 5.75'',8' 2'',204.2,6' 8.75'',11.37,2.99,3.12,33.5,39.5,12
2019,Allonzo Trier,SG,4.95%,8.25,10.5,6' 3.75'',6' 5.25'',8' 2'',198,6' 6.75'',11.02,2.97,3.14,32,40,11
2019,Moritz Wagner,C-PF,6.75%,9,10.75,6' 10.5'',6' 11.5'',9' 0'',241.4,7' 0'',11.48,3.07,3.18,27,34,8
2019,Lonnie Walker,SG,5.65%,9,9.5,6' 3.75'',6' 4.5'',8' 3.5'',196.2,6' 10.25'',10.87,2.91,3.06,31.5,40,12
2019,PJ Washington,PF,6.85%,9,10.25,6' 6.5'',6' 8'',8' 11'',223,7' 2.5'',11.39,3.43,3.2,27,34,3
2019,Austin Wiley,C,5.00%,9.75,10.25,6' 8.25'',6' 10'',9' 3'',249.4,7' 5'',12.79,3.27,3.3,28,33.5,14
2019,Kris Wilkes,SF,5.15%,8.75,9.25,6' 6.5'',6' 7.5'',8' 7.5'',205,6' 10.25'',11.29,3.16,3.24,28,35.5,1
2019,Kenrich Williams,SF,5.95%,8.5,9.75,6' 6'',6' 7.5'',8' 7.5'',200.4,6' 7.25'',10.86,3.28,3.19,28,33,14
2019,Trae Young,PG,5.35%,8,9.25,6' 0.5'',6' 1.75'',7' 11.5'',177.8,6' 3'',-,-,-,-,-,-
2018,Edrice Adebayo,PF-C,5.20%,9.5,8.75,6' 8.75'',6' 9.75'',9' 0'',242.6,7' 2.75'',11.94,3.24,3.24,33.5,38.5,12
2018,Rawle Alkins,SG-SF,11.00%,8.75,10,6' 2.5'',6' 3.75'',8' 3'',222.6,6' 8.75'',11.99,3.18,3.3,31.5,40.5,7
2018,Jarrett Allen,C,7.40%,9.5,10.5,6' 9'',6' 10.25'',9' 1.5'',233.6,7' 5.25'',11.82,3,3.21,31.5,35.5,4
2018,Kadeem Allen,PG,6.40%,8.5,8.75,6' 1'',6' 2.25'',8' 3.5'',192.4,6' 9.25'',11.24,2.98,3.15,33,35.5,7
2018,Ike Anigbogu,C,5.40%,9.5,10,6' 8.5'',6' 9.75'',9' 2.5'',252.2,7' 6.25'',12.52,3.48,3.44,29.5,32.5,11
2018,OG Anunoby,SF,6.80%,9.25,9.5,6' 6.25'',6' 7.75'',8' 11.5'',232.4,7' 2.25'',-,-,-,-,-,-
2018,Jamel Artis,SG-SF,11.90%,9.25,9.75,6' 5.5'',6' 6.75'',8' 9'',213.2,6' 10'',11.62,3.08,3.44,23.5,31,5
2018,Dwayne Bacon,SG-SF,7.90%,8.75,10,6' 4.75'',6' 6.25'',8' 7.5'',221.6,6' 10'',11.7,3.22,3.22,30,36.5,8
2018,V.J. Beachem,SG-SF,6.80%,8.5,9,6' 6.25'',6' 8'',8' 8.5'',193.4,6' 10.25'',11.18,3.19,3.26,30,37,11
2018,Jordan Bell,PF,5.40%,9.25,9.5,6' 7'',6' 8.5'',8' 8.5'',223.6,6' 11.75'',10.63,2.83,3.21,31.5,38,16
2018,Jaron Blossomgame,SF,5.70%,8.75,10.25,6' 5.75'',6' 6.75'',8' 8.5'',218.6,6' 10'',11.47,3.35,3.17,31,35.5,16
2018,Chris Boucher,PF,5.40%,9.25,10.5,6' 8'',6' 9.5'',9' 2.5'',182.2,7' 4'',-,-,-,-,-,-
2018,Tony Bradley,C,12.00%,9.5,9.5,6' 9.25'',6' 10.75'',9' 4.5'',248.8,7' 5'',11.79,2.99,3.44,24.5,27.5,5
2018,Isaiah Briscoe,PG,11.00%,9,9.25,6' 1.25'',6' 2.75'',8' 3.5'',222.4,6' 9'',10.95,2.85,3.38,28,33.5,11
2018,Dillon Brooks,SG-SF,7.50%,8.25,9.25,6' 5'',6' 6'',8' 4.5'',220.2,6' 6'',11.14,3.24,3.21,31,37.5,16
2018,Thomas Bryant,PF-C,9.40%,9.5,10.25,6' 9.5'',6' 10.75'',9' 4.5'',247.8,7' 6'',11.42,3.12,3.37,25.5,33,7
2018,Zach Collins,PF-C,8.90%,8.75,9.25,6' 10.25'',7' 0'',9' 3'',232.2,7' 1'',-,-,-,-,-,-
2018,John Collins,PF,5.40%,9,10,6' 8.25'',6' 9.5'',8' 10.5'',225.2,6' 11.25'',11.66,3.27,3.27,33,37.5,15
2018,Hamidou Diallo,SG-SF,5.20%,8.5,9.5,6' 3.75'',6' 5'',8' 5.5'',197.4,6' 11.25'',10.88,2.79,3.11,34.5,44.5,0
2018,Tyler Dorsey,SG,4.70%,8.5,9.25,6' 3'',6' 4.5'',8' 3.5'',182.6,6' 5.25'',10.55,2.98,3.16,30.5,36,8
2018,Damyean Dotson,SG-SF,5.30%,8.5,9.25,6' 4.5'',6' 5.5'',8' 4'',205.2,6' 9'',11.18,3.03,3.13,31.5,38,13
2018,PJ Dozier,SG,6.10%,8.5,9.5,6' 5.25'',6' 6.75'',8' 5'',200.6,6' 11'',10.84,2.98,3.15,34,39,9
2018,Jawun Evans,PG,9.10%,8,7.75,5' 10.75'',5' 11.5'',7' 11'',185.2,6' 5.5'',11.34,3.26,3.21,27.5,33.5,1
2018,Terrance Ferguson,SG-SF,5.80%,8.5,10,6' 5.5'',6' 7'',8' 7'',184.4,6' 8.75'',11.16,3.22,3.32,28.5,38,-
2018,De?Aaron Fox,PG,4.50%,8.5,8.5,6' 2'',6' 3.25'',8' 4'',169.6,6' 6.5'',-,-,-,-,-,-
2018,Markelle Fultz,PG,-%,-,-,,,,-,,-,-,-,-,-,-
2018,Harry Giles,PF,5.20%,9.5,10.75,6' 9.25'',6' 10.5'',9' 1.5'',232,7' 3.25'',11.08,3,3.34,27,32.5,5
2018,Josh Hart,SG-SF,5.80%,8.5,9.5,6' 3.75'',6' 5'',8' 5'',209.2,6' 8.25'',11.15,3.02,3.18,27.5,35.5,9
2018,Nigel Hayes,PF,11.50%,8.75,10,6' 6.25'',6' 7.5'',8' 8.5'',254.2,7' 3.25'',11.81,2.94,3.27,29,33.5,16
2018,Isaiah Hicks,PF,7.70%,8.75,9.75,6' 7.25'',6' 8.5'',8' 9'',233.4,7' 0.5'',12.31,3.31,3.36,31.5,37,11
2018,Wesley Iwundu,SG-SF,4.00%,8.75,9.5,6' 5.5'',6' 6.75'',8' 9.5'',193.4,7' 1'',11.25,3.23,3.36,31.5,36,5
2018,Frank Jackson,PG,6.70%,8.25,9,6' 2'',6' 3.5'',8' 2'',201.6,6' 7.5'',10.94,2.7,3.14,34.5,42,9
2018,Justin Jackson (UMD),SF,7.10%,9,9.5,6' 5.75'',6' 7'',8' 11'',219.4,7' 3.25'',11.78,3.08,3.43,26.5,31.5,-
2018,Justin Jackson (UNC),SF,8.10%,8.75,9.25,6' 7'',6' 8.25'',8' 8.5'',200.8,6' 11'',10.8,3.06,3.3,29.5,35.5,-
2018,Peter Jok,SG-SF,11.00%,8.25,9.5,6' 4.25'',6' 5.75'',8' 6'',202.4,6' 8'',11.34,2.93,3.41,26.5,31,-
2018,Luke Kennard,SG-SF,6.60%,8,8.75,6' 4.5'',6' 5.5'',8' 2.5'',196.2,6' 5.25'',-,-,-,-,-,-
2018,Kyle Kuzma,SF-SG,9.40%,8.5,9.5,6' 8'',6' 9.5'',8' 11.5'',222.6,7' 0.25'',10.72,2.98,3.25,27,34,12
2018,TJ Leaf,PF,6.80%,8.5,9.5,6' 8.75'',6' 9.75'',8' 11'',222.2,6' 11'',11.55,3.27,3.27,29,34.5,6
2018,Tyler Lydon,PF,13.60%,8.75,8.75,6' 8.25'',6' 9.5'',8' 11.5'',215,7' 0'',11.68,2.81,3.46,29.5,33.5,1
2018,Frank Mason III,PG,4.30%,8,9.25,5' 11'',6' 0'',7' 10'',188.8,6' 3.25'',11.41,3.09,3.18,34,41,15
2018,Kennedy Meeks,C,11.50%,8.75,8.75,6' 8.75'',6' 10.25'',8' 10'',276.6,7' 1'',12.91,3.35,3.5,28,30.5,15
2018,Donovan Mitchell,SG,5.90%,8.5,9.5,6' 1.25'',6' 3'',8' 1'',211.4,6' 10'',11.53,3.07,3.01,36.5,40.5,10
2018,Monte Morris,PG,6.90%,8.25,8.75,6' 1.25'',6' 2.5'',8' 0.5'',175.2,6' 4'',11,3.2,3.19,28,33.5,8
2018,Johnathan Motley,PF,-%,9,9.5,6' 7.75'',6' 8.75'',9' 0'',238.2,7' 4'',-,-,-,-,-,-
2018,Svi Mykhailiuk,SG-SF,11.40%,8,9.25,6' 6.5'',6' 7.5'',8' 4'',219.6,6' 5'',12.4,3.25,3.53,27,33,8
2018,Semi Ojeleye,SF-SG,5.50%,8.75,9.5,6' 5.25'',6' 6.75'',8' 6'',241.4,6' 9.75'',10.58,3.07,3.16,35,40.5,19
2018,Cameron Oliver,PF,7.70%,9.5,10.25,6' 7'',6' 8.25'',8' 10.5'',238.6,7' 1.25'',12.17,3.31,3.16,28,39.5,5
2018,Justin Patton,C,7.80%,8.75,9.75,6' 10'',6' 11.25'',9' 3.5'',229,7' 3'',11.8,3.31,3.46,26,30.5,-
2018,Alec Peters,PF,8.80%,8.75,10,6' 7.25'',6' 8.75'',8' 9'',232,6' 10.75'',-,-,-,-,-,-
2018,Ivan Rabb,PF,6.80%,8.75,9,6' 8.75'',6' 10'',9' 1'',219.6,7' 1.5'',12.68,3.23,3.35,28.5,32.5,3
2018,Davon Reed,SG-SF,6.50%,9.25,9.5,6' 4.5'',6' 5.5'',8' 6'',206.2,7' 0'',11.37,3.21,3.34,28.5,36,12
2018,Devin Robinson,SF,3.20%,9.25,10.25,6' 7'',6' 8.25'',8' 10'',189.6,7' 0.75'',12.85,3.61,3.23,35.5,41.5,10
2018,Kobi Simmons,PG,5.00%,8.5,9.5,6' 3.25'',6' 4.5'',8' 3'',166.2,6' 6'',11.15,2.98,3.18,30.5,38.5,3
2018,Edmond Sumner,PG,8.30%,8.25,9,6' 4'',6' 5.75'',8' 6.5'',176.4,6' 9'',-,-,-,-,-,-
2018,Caleb Swanigan,PF,-%,9.5,10.25,6' 7.5'',6' 8.5'',9' 0'',245.6,7' 3'',-,-,-,-,-,-
2018,Sindarius Thornwell,SG-SF,7.80%,8.75,8.75,6' 3.5'',6' 4.75'',8' 7'',211.6,6' 10'',11.48,3.03,3.36,27,30.5,15
2018,Melo Trimble,PG,10.60%,8,8.75,6' 1.25'',6' 2.5'',7' 11.5'',195.2,6' 2'',10.75,2.92,3.27,24.5,32,6
2018,Moritz Wagner,PF,6.70%,8.75,10.75,6' 10'',6' 11.25'',9' 0'',231.2,7' 0'',12,2.98,3.35,25.5,32.5,-
2018,Derrick Walton Jr.,PG,5.80%,8,8.5,5' 11'',6' 0.75'',7' 11'',188.6,6' 2.5'',11.28,3.12,3.29,26,32.5,9
2018,Thomas Welsh,PF-C,10.90%,9,10.5,6' 11.5'',7' 0.5'',9' 1.5'',254,7' 0'',-,-,-,-,-,11
2018,Derrick White,PG,6.20%,8.25,8.5,6' 3.25'',6' 4.5'',8' 5.5'',189.8,6' 7.5'',10.84,2.92,3.08,31,36.5,10
2018,Nigel Williams-Goss,PG,5.60%,8.75,9.25,6' 1.5'',6' 3'',8' 3'',190.2,6' 7.25'',10.42,3.08,3.19,27.5,34.5,10
2018,D.J. Wilson,PF,6.40%,9.25,10.25,6' 8.75'',6' 10.5'',9' 1.5'',234.4,7' 3'',-,-,-,-,-,-
2018,Omer Yurtseven,C,7.60%,9,10.5,6' 10.5'',6' 11.75'',9' 0.5'',248.4,7' 1'',12.85,3.3,3.45,26,31.5,6
2017,Ron Baker,SG,7.85%,8.75,9.5,6' 3.25'',6' 4.25'',8' 1.5'',212.4,6' 9.75'',10.77,2.96,3.45,30,35.5,-
2017,Wade Baldwin IV,PG,5.20%,9,9.75,6' 2.5'',6' 4'',8' 4'',201.8,6' 11.25'',10.45,3.01,3.19,32.5,38,-
2017,Cat Barber,PG,4.50%,8,8.5,6' 1.5'',6' 2.75'',7' 11.5'',173,6' 5.5'',-,-,-,-,-,-
2017,Malik Beasley,SG,6.90%,8.5,9,6' 3.5'',6' 4.5'',8' 4.5'',189.8,6' 7'',-,0,-,-,-,-
2017,DeAndre Bembry,SG-SF,7.00%,8,9.25,6' 4.25'',6' 5.75'',8' 5'',206.6,6' 9.25'',10.9,2.87,3.17,32,38,-
2017,Ben Bentil,PF,9.70%,9.5,10,6' 7.25'',6' 8.25'',8' 9'',229.2,7' 1.5'',11.16,3.1,3.3,29,33,-
2017,Jaron Blossomgame,SF,5.25%,8.5,10,6' 6.25'',6' 7.25'',8' 6'',213.6,6' 10'',11.53,3.26,3.2,35,41,-
2017,Joel Bolomboy,PF,5.15%,9,10.25,6' 7.5'',6' 9'',8' 7.5'',224.4,7' 1.75'',10.26,2.86,3.17,37.5,40.5,-
2017,Malcolm Brogdon,SG,5.40%,9,10.25,6' 3.75'',6' 5.5'',8' 2'',223,6' 10.5'',10.77,2.64,3.31,30.5,35.5,-
2017,Jaylen Brown,SG-SF,5.05%,8.75,9,6' 5.25'',6' 6.75'',8' 6.5'',222.8,6' 11.75'',-,-,-,-,-,-
2017,Marquese Chriss,PF,8.50%,9,9,6' 8.75'',6' 10'',8' 9'',233,7' 0.25'',11.93,3.05,3.26,32.5,38.5,-
